id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1183,Cozy Entire home/apt in Park Slope,20749,Lisa,Brooklyn,Park Slope,40.637004,-73.958026,Entire home/apt,201,1,46,2019-03-17,11.5,3,281
1184,Cozy Entire home/apt in Bushwick,40911,David,Brooklyn,Bushwick,40.687952,-73.958767,Entire home/apt,87,30,38,2019-11-08,6.33,2,104
1185,Cozy Entire home/apt in Bushwick,38602,Maria,Brooklyn,Bushwick,40.66101,-73.965843,Entire home/apt,10,1,45,2020-03-02,3.0,5,231
1186,Cozy Private room in Bed-Stuy,38082,James,Brooklyn,Bed-Stuy,40.630701,-73.983031,Private room,40,7,0,,,10,108
1187,Cozy Entire home/apt in Jackson Heights,74027,Lisa,Queens,Jackson Heights,40.716387,-73.86803,Entire home/apt,91,2,8,2019-11-01,0.29,1,210
1188,Cozy Entire home/apt in Long Island City,45144,John,Queens,Long Island City,40.718555,-73.884545,Entire home/apt,63,30,18,2019-04-12,1.29,1,135
1189,Cozy Private room in Bushwick,16910,Michael,Brooklyn,Bushwick,40.702479,-73.920103,Private room,68,3,25,2019-03-25,2.27,1,189
1190,Cozy Private room in St. George,26905,David,Staten Island,St. George,40.566061,-74.116753,Private room,100,7,41,2019-03-18,3.73,1,10
1191,Cozy Entire home/apt in Midtown,87811,James,Manhattan,Midtown,40.733255,-74.01428,Entire home/apt,265,3,14,2020-04-06,0.45,1,277
1192,Cozy Private room in Long Island City,53950,John,Queens,Long Island City,40.708179,-73.840597,Private room,86,14,49,2019-08-26,2.58,1,232
1193,Cozy Private room in Long Island City,67941,Lisa,Queens,Long Island City,40.748255,-73.879453,Private room,28,7,37,2019-03-14,2.47,1,202
1194,Cozy Entire home/apt in Long Island City,39739,Sarah,Queens,Long Island City,40.746624,-73.857621,Entire home/apt,70,3,83,2020-03-11,10.38,2,87
1195,Cozy Entire home/apt in Bed-Stuy,19496,Sarah,Brooklyn,Bed-Stuy,40.68589,-73.971194,Entire home/apt,156,7,20,2019-06-02,1.11,1,294
1196,Cozy Entire home/apt in Harlem,44196,Maria,Manhattan,Harlem,40.772646,-73.974721,Entire home/apt,201,1,40,2019-03-03,3.64,1,9
1197,Cozy Private room in Chelsea,20805,Michael,Manhattan,Chelsea,40.780614,-74.023117,Private room,44,1,20,2020-03-25,2.5,3,89
1198,Cozy Private room in Jackson Heights,19596,Michael,Queens,Jackson Heights,40.739469,-73.838568,Private room,77,3,15,2020-02-17,0.83,1,185
1199,Cozy Private room in Lower East Side,74429,Lisa,Manhattan,Lower East Side,40.742439,-73.960464,Private room,163,1,0,,,1,201
1200,Cozy Entire home/apt in Park Slope,75697,Maria,Brooklyn,Park Slope,40.67295,-73.935828,Entire home/apt,106,3,21,2019-02-10,0.75,1,253
1201,Cozy Private room in Hell's Kitchen,76077,Emma,Manhattan,Hell's Kitchen,40.792558,-74.007213,Private room,137,7,4,2019-09-14,2.0,3,75
1202,Cozy Entire home/apt in Williamsburg,94730,Sarah,Brooklyn,Williamsburg,40.689109,-73.922673,Entire home/apt,161,2,6,2019-01-22,0.33,3,112
1203,Cozy Entire home/apt in Lower East Side,93930,John,Manhattan,Lower East Side,40.768873,-73.94471,Entire home/apt,167,3,25,2019-06-29,0.81,3,46
1204,Cozy Shared room in Jackson Heights,16397,Michael,Queens,Jackson Heights,40.734918,-73.845186,Shared room,40,1,97,2019-07-05,3.46,10,106
1205,Cozy Entire home/apt in Jackson Heights,72812,Maria,Queens,Jackson Heights,40.724939,-73.862528,Entire home/apt,39,1,47,2020-04-26,2.04,1,68
1206,Cozy Private room in Fordham,78920,Emma,Bronx,Fordham,40.797562,-73.921418,Private room,26,30,58,2019-11-25,8.29,1,279
1207,Cozy Entire home/apt in Harlem,90797,Emma,Manhattan,Harlem,40.73662,-74.020432,Entire home/apt,232,3,63,2020-02-26,1.97,1,212
1208,Cozy Entire home/apt in Chelsea,15347,James,Manhattan,Chelsea,40.716689,-74.018988,Entire home/apt,123,2,46,2019-02-07,1.53,5,328
1209,Cozy Private room in Midtown,24289,Emma,Manhattan,Midtown,40.772596,-73.980134,Private room,10,2,13,,0.62,1,126
1210,Cozy Entire home/apt in Astoria,38228,James,Queens,Astoria,40.740334,-73.885152,Entire home/apt,114,3,24,2020-06-10,24.0,2,20
1211,Cozy Shared room in Bed-Stuy,17345,Lisa,Brooklyn,Bed-Stuy,40.682601,-73.950561,Shared room,75,2,23,2020-02-28,5.75,1,160
1212,Cozy Private room in Bushwick,60669,Emma,Brooklyn,Bushwick,40.661664,-73.945224,Private room,137,3,39,2020-05-25,1.34,1,97
1213,Cozy Private room in Riverdale,79286,Sarah,Bronx,Riverdale,40.840635,-73.921018,Private room,10,3,27,2019-10-01,0.75,1,124
1214,Cozy Entire home/apt in Flushing,88707,Michael,Queens,Flushing,40.729551,-73.884609,Entire home/apt,69,2,4,2020-03-24,0.12,5,365
1215,Cozy Private room in Astoria,49961,John,Queens,Astoria,40.732638,-73.856799,Private room,20,3,6,2019-09-03,0.55,1,57
1216,Cozy Entire home/apt in Chelsea,42658,John,Manhattan,Chelsea,40.749286,-74.008351,Entire home/apt,333,3,11,2020-02-22,1.83,1,177
1217,Cozy Entire home/apt in Harlem,16710,Maria,Manhattan,Harlem,40.765414,-74.008333,Entire home/apt,178,2,35,2020-04-17,4.38,5,71
1218,Cozy Entire home/apt in Bushwick,89473,Lisa,Brooklyn,Bushwick,40.638508,-73.943436,Entire home/apt,66,2,23,2019-10-26,0.7,2,282
1219,Cozy Entire home/apt in Hell's Kitchen,77843,Michael,Manhattan,Hell's Kitchen,40.777887,-73.94658,Entire home/apt,239,14,32,2020-03-01,1.03,5,100
1220,Cozy Private room in Upper East Side,77065,Sarah,Manhattan,Upper East Side,40.748199,-74.011021,Private room,25,2,32,2020-04-12,0.89,1,101
1221,Cozy Private room in Bushwick,42994,James,Brooklyn,Bushwick,40.639993,-73.915346,Private room,74,30,31,2019-07-15,0.94,3,132
1222,Cozy Private room in Bushwick,91623,Maria,Brooklyn,Bushwick,40.664537,-73.91774,Private room,58,3,43,2019-10-10,1.59,1,212
1223,Cozy Private room in Chelsea,28099,Michael,Manhattan,Chelsea,40.786429,-73.964826,Private room,10,1,43,,2.26,1,162
1224,Cozy Entire home/apt in Crown Heights,84658,Lisa,Brooklyn,Crown Heights,40.627489,-73.924856,Entire home/apt,234,14,41,2019-06-02,1.41,1,346
1225,Cozy Entire home/apt in Lower East Side,38795,Lisa,Manhattan,Lower East Side,40.793339,-74.018186,Entire home/apt,266,1,28,2019-12-20,1.27,1,147
1226,Cozy Private room in Lower East Side,18179,James,Manhattan,Lower East Side,40.789064,-73.954304,Private room,67,7,1,2020-04-11,0.05,3,301
1227,Cozy Private room in Flushing,32746,Sarah,Queens,Flushing,40.732835,-73.892121,Private room,10,30,7,2020-01-28,0.47,1,250
1228,Cozy Private room in Park Slope,18472,John,Brooklyn,Park Slope,40.658716,-73.981826,Private room,10,1,94,2019-11-22,3.03,20,83
1229,Cozy Private room in Hell's Kitchen,34264,James,Manhattan,Hell's Kitchen,40.781157,-73.945456,Private room,197,14,90,2020-01-31,9.0,2,274
1230,Cozy Private room in Park Slope,61875,John,Brooklyn,Park Slope,40.632723,-73.964648,Private room,208,1,14,2019-05-10,0.42,1,316
1231,Cozy Entire home/apt in Bed-Stuy,81363,Emma,Brooklyn,Bed-Stuy,40.630159,-73.913821,Entire home/apt,171,2,22,2019-04-13,0.76,5,333
1232,Cozy Entire home/apt in Midtown,75087,Lisa,Manhattan,Midtown,40.777133,-73.978132,Entire home/apt,331,2,8,2019-01-16,0.8,2,266
1233,Cozy Entire home/apt in Upper East Side,95436,David,Manhattan,Upper East Side,40.716612,-73.954516,Entire home/apt,230,7,16,2019-03-18,0.52,1,200
1234,Cozy Entire home/apt in Fordham,36649,Emma,Bronx,Fordham,40.810186,-73.912353,Entire home/apt,59,3,60,2020-02-12,10.0,10,14
1235,Cozy Private room in Crown Heights,41259,James,Brooklyn,Crown Heights,40.643735,-73.92106,Private room,91,7,25,2019-11-21,0.78,20,347
1236,Cozy Entire home/apt in Lower East Side,36512,John,Manhattan,Lower East Side,40.717181,-73.975674,Entire home/apt,251,2,7,2019-03-12,0.44,5,213
1237,Cozy Entire home/apt in Hell's Kitchen,83869,Michael,Manhattan,Hell's Kitchen,40.762862,-74.001545,Entire home/apt,218,3,14,2019-08-21,2.33,1,354
1238,Cozy Entire home/apt in Park Slope,75333,Maria,Brooklyn,Park Slope,40.69954,-73.952239,Entire home/apt,205,3,21,2019-04-13,0.72,1,362
1239,Cozy Entire home/apt in Bushwick,32054,Michael,Brooklyn,Bushwick,40.664484,-73.927819,Entire home/apt,105,3,10,2019-01-30,3.33,20,40
1240,Cozy Entire home/apt in Chelsea,82124,John,Manhattan,Chelsea,40.73875,-73.958097,Entire home/apt,96,30,13,2019-10-28,0.57,10,108
1241,Cozy Entire home/apt in Long Island City,13760,James,Queens,Long Island City,40.736304,-73.846073,Entire home/apt,20,1,25,2019-05-30,1.56,1,214
1242,Cozy Entire home/apt in Lower East Side,26715,James,Manhattan,Lower East Side,40.720414,-73.995618,Entire home/apt,140,7,13,2019-07-04,1.18,10,224
1243,Cozy Private room in Bushwick,84637,Maria,Brooklyn,Bushwick,40.675888,-73.910937,Private room,58,3,11,2020-01-27,0.69,2,265
1244,Cozy Private room in Jackson Heights,12282,David,Queens,Jackson Heights,40.72688,-73.854824,Private room,54,1,3,2019-08-26,0.1,1,267
1245,Cozy Private room in Hell's Kitchen,20516,Michael,Manhattan,Hell's Kitchen,40.769399,-73.989606,Private room,53,7,10,2020-04-15,0.59,2,293
1246,Cozy Entire home/apt in Hell's Kitchen,62395,John,Manhattan,Hell's Kitchen,40.787331,-73.989521,Entire home/apt,196,14,40,2020-04-21,2.11,1,155
1247,Cozy Entire home/apt in Bed-Stuy,98503,David,Brooklyn,Bed-Stuy,40.63825,-73.932341,Entire home/apt,226,7,22,2019-03-17,0.76,1,166
1248,Cozy Private room in Long Island City,57498,Michael,Queens,Long Island City,40.712897,-73.84683,Private room,61,1,11,2020-03-10,0.65,2,125
1249,Cozy Entire home/apt in Upper East Side,93820,Michael,Manhattan,Upper East Side,40.791762,-74.005721,Entire home/apt,29,3,110,2019-07-23,4.4,20,112
1250,Cozy Entire home/apt in Park Slope,36417,Maria,Brooklyn,Park Slope,40.650057,-73.972235,Entire home/apt,133,2,64,2019-08-31,2.56,1,50
1251,Cozy Private room in Lower East Side,37734,Emma,Manhattan,Lower East Side,40.74953,-73.944411,Private room,106,2,11,2019-10-30,0.58,1,34
1252,Cozy Private room in Midtown,15498,James,Manhattan,Midtown,40.781084,-73.995505,Private room,119,1,18,2019-10-09,18.0,3,308
1253,Cozy Entire home/apt in Bed-Stuy,84027,John,Brooklyn,Bed-Stuy,40.691455,-73.940414,Entire home/apt,163,7,17,2020-05-23,0.89,1,20
1254,Cozy Shared room in Bushwick,30219,Emma,Brooklyn,Bushwick,40.649039,-73.957934,Shared room,61,14,5,2019-08-13,0.38,3,98
1255,Cozy Private room in Bed-Stuy,85774,Michael,Brooklyn,Bed-Stuy,40.702122,-73.911244,Private room,55,14,4,2019-05-21,0.57,2,100
1256,Cozy Private room in Williamsburg,77496,Michael,Brooklyn,Williamsburg,40.695167,-73.908477,Private room,95,14,3,2020-03-27,1.0,1,19
1257,Cozy Shared room in Bed-Stuy,82805,Emma,Brooklyn,Bed-Stuy,40.666796,-73.938983,Shared room,18,30,16,2019-05-15,2.67,1,182
1258,Cozy Private room in Crown Heights,28354,Emma,Brooklyn,Crown Heights,40.673169,-73.936687,Private room,158,3,56,2020-03-01,4.67,3,91
1259,Cozy Shared room in Bushwick,72320,David,Brooklyn,Bushwick,40.648875,-73.964769,Shared room,10,1,1,2020-01-10,0.03,1,336
1260,Cozy Entire home/apt in Lower East Side,29337,Michael,Manhattan,Lower East Side,40.724755,-74.000048,Entire home/apt,299,1,66,2019-06-18,3.88,1,322
1261,Cozy Entire home/apt in Jackson Heights,37810,Michael,Queens,Jackson Heights,40.767826,-73.846854,Entire home/apt,126,60,5,2019-12-13,0.62,3,302
1262,Cozy Entire home/apt in Upper East Side,88471,Maria,Manhattan,Upper East Side,40.775514,-73.971317,Entire home/apt,285,1,33,2019-05-25,2.2,3,231
1263,Cozy Private room in Jackson Heights,18605,Emma,Queens,Jackson Heights,40.68996,-73.876509,Private room,72,3,2,2019-04-03,0.08,1,259
1264,Cozy Private room in Williamsburg,56092,Michael,Brooklyn,Williamsburg,40.678348,-73.967111,Private room,34,1,46,2019-05-07,1.53,5,357
1265,Cozy Entire home/apt in Crown Heights,33782,Michael,Brooklyn,Crown Heights,40.663115,-73.965918,Entire home/apt,160,2,4,2020-01-26,0.17,2,117
1266,Cozy Private room in St. George,98607,Sarah,Staten Island,St. George,40.574948,-74.144131,Private room,94,30,3,2020-04-27,1.5,2,22
1267,Cozy Private room in Lower East Side,24743,Emma,Manhattan,Lower East Side,40.737198,-73.978937,Private room,10,7,6,2019-08-15,1.2,1,52
1268,Cozy Private room in Kingsbridge,56154,Lisa,Bronx,Kingsbridge,40.818724,-73.893804,Private room,10,14,53,2019-11-06,1.96,1,126
1269,Cozy Private room in Midtown,37990,David,Manhattan,Midtown,40.760661,-73.986643,Private room,91,3,31,2019-02-16,10.33,1,208
1270,Cozy Entire home/apt in Fordham,53148,Lisa,Bronx,Fordham,40.830791,-73.895815,Entire home/apt,80,3,50,2019-04-29,7.14,10,337
1271,Cozy Entire home/apt in Bushwick,54760,David,Brooklyn,Bushwick,40.681309,-73.983651,Entire home/apt,76,3,1,2020-02-02,0.03,1,315
1272,Cozy Private room in Crown Heights,73115,James,Brooklyn,Crown Heights,40.704957,-73.975615,Private room,82,1,8,2019-06-08,0.3,1,210
1273,Cozy Private room in Hell's Kitchen,15355,Maria,Manhattan,Hell's Kitchen,40.714231,-73.955283,Private room,138,1,16,2020-05-16,0.59,1,255
1274,Cozy Entire home/apt in Crown Heights,86396,John,Brooklyn,Crown Heights,40.685322,-73.981125,Entire home/apt,90,7,50,2020-01-15,3.57,1,99
1275,Cozy Entire home/apt in Fordham,26923,Lisa,Bronx,Fordham,40.854057,-73.910063,Entire home/apt,117,90,33,2019-08-30,1.38,5,148
1276,Cozy Entire home/apt in Midtown,28199,Emma,Manhattan,Midtown,40.781061,-73.967249,Entire home/apt,63,1,45,2020-01-03,11.25,10,164
1277,Cozy Private room in Upper East Side,22828,Michael,Manhattan,Upper East Side,40.751128,-73.94692,Private room,131,30,10,2019-07-14,1.25,1,23
1278,Cozy Entire home/apt in Park Slope,42245,Maria,Brooklyn,Park Slope,40.626356,-73.922387,Entire home/apt,182,90,18,2019-08-06,9.0,3,282
1279,Cozy Entire home/apt in Midtown,65350,Emma,Manhattan,Midtown,40.755437,-73.996152,Entire home/apt,284,2,0,,,1,32
1280,Cozy Entire home/apt in Harlem,98839,David,Manhattan,Harlem,40.776656,-73.96157,Entire home/apt,234,1,46,2019-07-30,9.2,1,330
1281,Cozy Entire home/apt in Lower East Side,97265,Sarah,Manhattan,Lower East Side,40.752726,-73.964204,Entire home/apt,224,1,1,2019-08-10,0.07,1,97
1282,Cozy Shared room in Chelsea,48458,David,Manhattan,Chelsea,40.77205,-73.974421,Shared room,67,1,82,2019-01-03,4.56,5,232
1283,Cozy Entire home/apt in Flushing,88915,David,Queens,Flushing,40.719053,-73.84707,Entire home/apt,104,90,8,2019-09-14,0.67,1,359
1284,Cozy Private room in Midtown,21033,John,Manhattan,Midtown,40.725784,-74.023373,Private room,97,7,55,2019-05-15,55.0,2,241
1285,Cozy Entire home/apt in Crown Heights,94703,Sarah,Brooklyn,Crown Heights,40.665048,-73.92963,Entire home/apt,29,3,79,2019-11-28,39.5,1,14
1286,Cozy Private room in Harlem,76652,Michael,Manhattan,Harlem,40.752507,-73.952186,Private room,317,1,14,2019-02-23,1.56,2,5
1287,Cozy Shared room in Hell's Kitchen,38328,James,Manhattan,Hell's Kitchen,40.729754,-73.947886,Shared room,10,2,18,2020-06-22,2.25,20,69
1288,Cozy Shared room in Williamsburg,40873,Lisa,Brooklyn,Williamsburg,40.626135,-73.917649,Shared room,10,3,14,2020-04-04,0.58,3,310
1289,Cozy Private room in Lower East Side,18711,Maria,Manhattan,Lower East Side,40.726934,-73.985848,Private room,162,60,12,2020-04-07,0.36,2,246
1290,Cozy Private room in Harlem,37691,John,Manhattan,Harlem,40.714968,-74.023277,Private room,34,7,20,2020-06-17,1.0,1,85
1291,Cozy Entire home/apt in Fordham,14967,John,Bronx,Fordham,40.864843,-73.867691,Entire home/apt,89,1,25,2019-03-04,0.81,1,251
1292,Cozy Entire home/apt in Park Slope,29702,James,Brooklyn,Park Slope,40.698562,-73.90454,Entire home/apt,265,2,3,2019-04-21,0.09,1,247
1293,Cozy Entire home/apt in Jackson Heights,13696,Maria,Queens,Jackson Heights,40.723549,-73.878956,Entire home/apt,85,7,12,2019-03-24,0.57,2,162
1294,Cozy Entire home/apt in New Brighton,40099,David,Staten Island,New Brighton,40.547144,-74.150523,Entire home/apt,20,30,46,2019-03-09,5.11,1,153
1295,Cozy Entire home/apt in Chelsea,36536,Emma,Manhattan,Chelsea,40.790037,-73.97747,Entire home/apt,364,30,4,2020-01-26,0.12,1,236
1296,Cozy Entire home/apt in Crown Heights,55607,Lisa,Brooklyn,Crown Heights,40.657075,-73.922951,Entire home/apt,91,30,10,2020-06-01,0.36,3,326
1297,Cozy Private room in Astoria,92534,Maria,Queens,Astoria,40.690625,-73.850117,Private room,90,2,5,2019-08-09,0.18,1,146
1298,Cozy Private room in Upper East Side,72433,Sarah,Manhattan,Upper East Side,40.775912,-73.995792,Private room,39,1,43,2020-02-28,1.95,3,163
1299,Cozy Entire home/apt in Park Slope,26964,James,Brooklyn,Park Slope,40.656346,-73.940264,Entire home/apt,134,2,1,2020-03-01,0.14,1,364
1300,Cozy Entire home/apt in Crown Heights,87116,James,Brooklyn,Crown Heights,40.659999,-73.913381,Entire home/apt,222,1,5,2019-11-17,0.29,1,84
1301,Cozy Entire home/apt in Chelsea,36564,David,Manhattan,Chelsea,40.774726,-73.97523,Entire home/apt,144,7,32,2020-04-30,6.4,5,168
1302,Cozy Entire home/apt in Astoria,37127,Maria,Queens,Astoria,40.748999,-73.857602,Entire home/apt,70,90,10,2019-04-06,0.36,1,227
1303,Cozy Entire home/apt in Midtown,88077,Emma,Manhattan,Midtown,40.760702,-73.947822,Entire home/apt,186,1,35,2019-05-14,0.97,1,161
1304,Cozy Private room in Midtown,52712,Emma,Manhattan,Midtown,40.727767,-73.946206,Private room,215,1,35,2019-05-06,1.3,1,320
1305,Cozy Entire home/apt in Chelsea,43276,James,Manhattan,Chelsea,40.782935,-74.002074,Entire home/apt,130,14,2,2019-02-22,0.11,3,166
1306,Cozy Entire home/apt in Lower East Side,63312,Michael,Manhattan,Lower East Side,40.738959,-73.9854,Entire home/apt,259,3,32,2019-12-27,4.57,1,182
1307,Cozy Private room in Lower East Side,36400,Sarah,Manhattan,Lower East Side,40.791621,-73.988987,Private room,191,14,0,,,1,77
1308,Cozy Private room in Bushwick,10389,Lisa,Brooklyn,Bushwick,40.634479,-73.907079,Private room,107,3,1,2019-08-18,0.14,2,282
1309,Cozy Entire home/apt in Fordham,26835,Emma,Bronx,Fordham,40.847002,-73.900676,Entire home/apt,76,14,52,2019-04-28,2.89,3,94
1310,Cozy Entire home/apt in Bed-Stuy,56289,Sarah,Brooklyn,Bed-Stuy,40.644801,-73.970975,Entire home/apt,165,90,47,2020-03-15,1.31,1,178
1311,Cozy Entire home/apt in Lower East Side,20808,John,Manhattan,Lower East Side,40.784239,-73.97556,Entire home/apt,203,2,5,2019-10-01,2.5,1,96
1312,Cozy Entire home/apt in Harlem,56220,Michael,Manhattan,Harlem,40.776789,-73.965321,Entire home/apt,331,1,1,2019-11-13,0.05,1,166
1313,Cozy Private room in Long Island City,65633,John,Queens,Long Island City,40.763302,-73.827822,Private room,10,90,22,2019-07-05,2.2,1,279
1314,Cozy Shared room in Bed-Stuy,24256,James,Brooklyn,Bed-Stuy,40.652722,-73.952191,Shared room,48,3,96,2019-03-13,9.6,1,81
1315,Cozy Entire home/apt in Hell's Kitchen,98229,John,Manhattan,Hell's Kitchen,40.791483,-73.975709,Entire home/apt,135,2,7,2019-04-04,0.21,1,73
1316,Cozy Shared room in Harlem,40109,James,Manhattan,Harlem,40.765331,-73.967697,Shared room,16,3,22,2020-03-05,0.73,1,321
1317,Cozy Entire home/apt in Crown Heights,64330,David,Brooklyn,Crown Heights,40.672813,-73.914712,Entire home/apt,123,3,27,2020-01-14,1.35,10,99
1318,Cozy Entire home/apt in Hell's Kitchen,65276,Emma,Manhattan,Hell's Kitchen,40.746652,-74.022768,Entire home/apt,200,7,22,2019-03-28,5.5,2,24
1319,Cozy Entire home/apt in Harlem,12093,David,Manhattan,Harlem,40.729083,-73.970203,Entire home/apt,244,2,79,2019-02-20,13.17,20,236
1320,Cozy Entire home/apt in Chelsea,79212,Lisa,Manhattan,Chelsea,40.755018,-73.988929,Entire home/apt,142,30,34,2020-03-10,1.06,20,270
1321,Cozy Private room in Lower East Side,20278,Lisa,Manhattan,Lower East Side,40.729942,-73.953802,Private room,108,7,27,2020-02-29,1.5,3,167
1322,Cozy Entire home/apt in Harlem,37586,Maria,Manhattan,Harlem,40.731228,-73.976232,Entire home/apt,157,1,7,2019-12-20,0.25,2,60
1323,Cozy Entire home/apt in Midtown,17610,Michael,Manhattan,Midtown,40.736664,-73.961058,Entire home/apt,141,2,54,2020-05-13,1.59,1,163
1324,Cozy Entire home/apt in Crown Heights,95947,John,Brooklyn,Crown Heights,40.654476,-73.912372,Entire home/apt,116,14,5,2019-08-14,0.19,2,294
1325,Cozy Entire home/apt in Astoria,93961,John,Queens,Astoria,40.727955,-73.858198,Entire home/apt,153,1,24,2019-07-29,,1,187
1326,Cozy Entire home/apt in Flushing,38927,David,Queens,Flushing,40.720611,-73.863438,Entire home/apt,154,1,22,2019-09-19,1.16,1,213
1327,Cozy Entire home/apt in Chelsea,66704,Maria,Manhattan,Chelsea,40.787922,-74.01505,Entire home/apt,220,1,31,2019-01-08,0.97,1,120
1328,Cozy Private room in Jackson Heights,12187,David,Queens,Jackson Heights,40.707997,-73.8598,Private room,86,2,43,2019-05-13,1.72,1,68
