id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
1286,Brooklyn,Crown Heights,40.672479,-73.912342,Entire home/apt,90,3,0.0,,2,153
1287,Brooklyn,Crown Heights,40.633151,-73.955181,Entire home/apt,207,60,10.0,0.48,1,319
1288,Manhattan,Lower East Side,40.788906,-73.969989,Private room,213,2,55.0,9.17,1,176
1289,Manhattan,Harlem,40.714349,-74.010644,Entire home/apt,160,60,20.0,2.0,2,216
1290,Brooklyn,Bushwick,40.628855,-73.955196,Private room,82,1,8.0,0.32,2,210
1291,Bronx,Kingsbridge,40.858662,-73.925769,Entire home/apt,80,3,14.0,1.4,2,145
1292,Queens,Flushing,40.758413,-73.883741,Entire home/apt,10,2,31.0,6.2,1,165
1293,Brooklyn,Park Slope,40.683968,-73.906033,Private room,157,1,8.0,0.3,1,262
1294,Manhattan,Chelsea,40.722921,-73.982731,Private room,343,1,2.0,0.06,1,12
1295,Manhattan,Upper East Side,40.770751,-73.948092,Private room,31,2,0.0,,5,279
1296,Manhattan,Upper East Side,40.745812,-73.963015,Private room,180,7,7.0,,1,227
1297,Brooklyn,Bushwick,40.631111,-73.953394,Entire home/apt,123,1,,0.22,2,282
1298,Manhattan,Upper East Side,40.743739,-74.023892,Entire home/apt,50,7,10.0,5.0,1,6
1299,Manhattan,Lower East Side,40.776656,-73.96157,Private room,55,14,91.0,3.64,5,159
1300,Brooklyn,Park Slope,40.662905,-73.979372,Entire home/apt,116,1,6.0,6.0,3,204
1301,Bronx,Fordham,40.803048,-73.896746,Private room,35,90,38.0,1.9,20,330
1302,Manhattan,Upper East Side,40.756181,-73.951486,Entire home/apt,250,3,38.0,1.41,20,266
1303,Manhattan,Lower East Side,40.751599,-73.952789,Private room,31,60,41.0,1.17,1,101
1304,Brooklyn,Bed-Stuy,40.665048,-73.92963,Entire home/apt,89,60,3.0,0.2,1,225
1305,Manhattan,Upper East Side,40.750688,-73.97913,Entire home/apt,408,3,41.0,2.73,1,201
1306,Queens,Long Island City,40.707358,-73.82415,Entire home/apt,107,90,3.0,0.11,5,49
1307,Manhattan,Upper East Side,40.731529,-73.987283,Shared room,127,7,131.0,65.5,1,89
1308,Bronx,Fordham,40.857585,-73.913066,Entire home/apt,50,2,29.0,1.32,20,335
1309,Brooklyn,Park Slope,40.701813,-73.922914,Private room,156,7,7.0,0.64,3,38
1310,Queens,Jackson Heights,40.705766,-73.875266,Private room,70,3,11.0,1.22,2,254
1311,Queens,Astoria,40.740995,-73.89152,Private room,74,2,2.0,0.08,1,348
1312,Manhattan,Lower East Side,40.736044,-73.974237,Entire home/apt,99,30,35.0,17.5,1,112
1313,Staten Island,St. George,40.609188,-74.11305,Entire home/apt,28,2,21.0,0.75,5,113
1314,Manhattan,Harlem,40.74851,-73.966467,Private room,48,1,78.0,2.6,1,236
1315,Brooklyn,Bushwick,40.696528,-73.908283,Entire home/apt,184,14,9.0,2.25,1,108
1316,Bronx,Fordham,40.820656,-73.878496,Entire home/apt,71,1,17.0,0.68,1,220
1317,Manhattan,Chelsea,40.78014,-74.020189,Private room,257,2,11.0,0.79,1,194
1318,Queens,Jackson Heights,40.722018,-73.897994,Private room,94,3,,0.86,1,180
1319,Manhattan,Chelsea,40.77185,-74.007955,Private room,77,2,0.0,,1,53
1320,Manhattan,Upper East Side,40.767044,-73.964648,Entire home/apt,309,1,1.0,0.06,1,331
1321,Queens,Jackson Heights,40.709715,-73.890971,Entire home/apt,88,2,9.0,0.53,1,24
1322,Manhattan,Midtown,40.747158,-73.963694,Shared room,10,3,35.0,1.13,1,240
1323,Manhattan,Midtown,40.742937,-73.948063,Entire home/apt,178,2,18.0,0.51,1,9
1324,Brooklyn,Williamsburg,40.691201,-73.928223,Entire home/apt,227,1,30.0,1.3,10,80
1325,Brooklyn,Bushwick,40.652568,-73.981531,Entire home/apt,158,7,63.0,12.6,5,166
1326,Manhattan,Hell's Kitchen,40.758966,-73.948233,Entire home/apt,277,1,4.0,1.33,2,48
1327,Brooklyn,Williamsburg,40.626285,-73.921426,Entire home/apt,73,14,4.0,0.25,5,127
1328,Manhattan,Harlem,40.756743,-73.980741,Private room,217,3,,1.0,2,338
1329,Brooklyn,Bed-Stuy,40.669217,-73.952276,Entire home/apt,161,1,16.0,1.6,3,239
1330,Manhattan,Harlem,40.734037,-73.97401,Private room,77,30,8.0,0.89,3,312
1331,Brooklyn,Park Slope,40.668909,-73.960989,Private room,25,1,59.0,7.38,1,327
1332,Manhattan,Lower East Side,40.742468,-74.017286,Entire home/apt,82,2,32.0,2.29,1,117
1333,Manhattan,Upper East Side,40.765339,-73.970282,Private room,221,1,1.0,0.06,10,166
1334,Brooklyn,Crown Heights,40.698178,-73.983082,Entire home/apt,231,2,2.0,0.18,10,337
1335,Brooklyn,Bed-Stuy,40.640185,-73.937425,Shared room,12,3,2.0,0.25,2,317
1336,Manhattan,Harlem,40.76654,-73.946517,Entire home/apt,235,7,18.0,0.9,1,1
1337,Brooklyn,Williamsburg,40.672924,-73.934108,Entire home/apt,97,60,1.0,0.5,1,40
1338,Brooklyn,Crown Heights,40.644962,-73.983839,Entire home/apt,188,3,30.0,1.2,1,232
1339,Manhattan,Upper East Side,40.78464,-74.007789,Entire home/apt,116,3,14.0,1.08,3,314
1340,Brooklyn,Williamsburg,40.700172,-73.966361,Private room,25,3,0.0,,1,304
1341,Queens,Flushing,40.688666,-73.866313,Private room,120,1,33.0,4.71,1,165
1342,Manhattan,Hell's Kitchen,40.793701,-74.005666,Private room,109,2,7.0,0.35,1,72
1343,Brooklyn,Bed-Stuy,40.695198,-73.924902,Private room,126,1,30.0,3.75,1,38
1344,Manhattan,Lower East Side,40.731228,-73.976232,Entire home/apt,157,1,7.0,2.33,1,60
1345,Brooklyn,Crown Heights,40.699617,-73.94046,Entire home/apt,87,30,10.0,0.29,3,126
1346,Manhattan,Upper East Side,40.760756,-73.980933,Private room,199,1,18.0,0.75,10,208
1347,Manhattan,Midtown,40.746907,-73.954102,Entire home/apt,299,7,56.0,1.7,3,55
1348,Brooklyn,Crown Heights,40.648391,-73.948486,Private room,272,14,3.0,3.0,3,17
1349,Manhattan,Upper East Side,40.730802,-74.001517,Entire home/apt,215,1,17.0,0.53,1,309
1350,Brooklyn,Williamsburg,40.684742,-73.926355,Entire home/apt,184,3,2.0,0.07,10,201
1351,Queens,Long Island City,40.7292,-73.858156,Entire home/apt,88,1,40.0,1.33,1,139
1352,Manhattan,Hell's Kitchen,40.764577,-73.994118,Entire home/apt,263,30,,0.9,3,351
1353,Manhattan,Upper East Side,40.754251,-74.008491,Entire home/apt,269,30,9.0,0.75,2,5
1354,Queens,Long Island City,40.724735,-73.868113,Private room,59,2,34.0,0.97,1,213
1355,Queens,Jackson Heights,40.745499,-73.842408,Entire home/apt,101,2,16.0,0.53,1,246
1356,Brooklyn,Park Slope,40.64988,-73.970646,Entire home/apt,97,1,2.0,0.11,1,200
1357,Manhattan,Chelsea,40.75855,-73.990738,Entire home/apt,106,7,10.0,0.62,2,151
1358,Brooklyn,Williamsburg,40.675514,-73.9414,Private room,142,3,4.0,0.22,5,140
1359,Manhattan,Upper East Side,40.754983,-74.014857,Private room,215,2,3.0,0.19,20,127
1360,Queens,Jackson Heights,40.705752,-73.843829,Private room,73,7,48.0,1.92,5,206
1361,Queens,Long Island City,40.755466,-73.862192,Private room,105,7,29.0,14.5,3,92
1362,Manhattan,Upper East Side,40.745026,-73.959717,Private room,10,30,48.0,2.29,1,138
1363,Bronx,Riverdale,40.856447,-73.858166,Entire home/apt,68,30,1.0,0.03,1,203
1364,Brooklyn,Bushwick,40.650693,-73.966391,Shared room,89,1,113.0,4.91,2,220
1365,Manhattan,Chelsea,40.766538,-73.967299,Entire home/apt,10,2,1.0,0.05,2,59
1366,Manhattan,Chelsea,40.717893,-73.977519,Entire home/apt,201,14,0.0,,1,316
1367,Brooklyn,Bed-Stuy,40.62617,-73.967421,Private room,203,2,18.0,1.0,3,313
1368,Brooklyn,Bed-Stuy,40.659653,-73.922056,Entire home/apt,66,1,12.0,12.0,2,214
1369,Queens,Flushing,40.718897,-73.85392,Private room,104,2,35.0,5.83,2,268
1370,Manhattan,Harlem,40.779746,-73.971239,Private room,205,3,20.0,0.74,1,177
1371,Queens,Jackson Heights,40.706003,-73.858702,Entire home/apt,129,2,29.0,0.81,3,165
1372,Queens,Flushing,40.748868,-73.885982,Entire home/apt,130,1,43.0,1.39,3,206
1373,Manhattan,Hell's Kitchen,40.73512,-73.990781,Private room,10,2,11.0,0.34,1,256
1374,Queens,Jackson Heights,40.714023,-73.828923,Private room,91,2,38.0,19.0,5,365
1375,Staten Island,St. George,40.616381,-74.124868,Private room,59,1,46.0,2.42,2,181
1376,Bronx,Riverdale,40.829895,-73.915594,Private room,59,3,0.0,,1,350
1377,Manhattan,Upper East Side,40.715259,-74.022628,Entire home/apt,313,3,38.0,2.38,1,303
1378,Bronx,Fordham,40.866155,-73.879045,Private room,18,1,17.0,0.71,2,2
1379,Brooklyn,Park Slope,40.671307,-73.938441,Shared room,17,2,35.0,0.97,1,73
1380,Queens,Long Island City,40.739961,-73.836647,Entire home/apt,150,3,25.0,0.89,20,148
1381,Brooklyn,Bed-Stuy,40.65485,-73.908665,Private room,10,3,1.0,0.05,2,154
1382,Manhattan,Chelsea,40.778821,-73.990894,Entire home/apt,320,2,26.0,0.87,3,338
1383,Manhattan,Chelsea,40.768832,-74.022003,Entire home/apt,316,3,21.0,1.05,1,141
1384,Manhattan,Chelsea,40.726295,-73.978191,Entire home/apt,391,7,60.0,4.0,1,89
1385,Manhattan,Midtown,40.71654,-73.990133,Private room,79,3,21.0,1.62,1,298
1386,Manhattan,Chelsea,40.736922,-73.959789,Private room,19,30,49.0,6.12,3,154
1387,Staten Island,New Brighton,40.614262,-74.128927,Entire home/apt,106,3,56.0,1.6,2,118
1388,Manhattan,Hell's Kitchen,40.747297,-74.010551,Entire home/apt,38,30,27.0,2.25,3,10
1389,Brooklyn,Bushwick,40.702846,-73.923257,Entire home/apt,64,1,71.0,5.07,1,270
1390,Staten Island,New Brighton,40.605129,-74.161752,Entire home/apt,115,2,9.0,0.29,1,349
1391,Manhattan,Chelsea,40.741412,-73.954827,Entire home/apt,161,1,92.0,2.71,1,3
1392,Manhattan,Lower East Side,40.754441,-74.012474,Entire home/apt,47,14,20.0,1.05,2,191
1393,Brooklyn,Williamsburg,40.656657,-73.926785,Entire home/apt,130,1,16.0,1.23,20,246
1394,Manhattan,Chelsea,40.757042,-73.956791,Entire home/apt,171,90,19.0,1.27,1,105
1395,Staten Island,Stapleton,40.591484,-74.146234,Private room,10,1,11.0,0.92,1,81
1396,Brooklyn,Crown Heights,40.63508,-73.968286,Private room,89,7,3.0,3.0,3,186
1397,Bronx,Kingsbridge,40.829222,-73.848381,Entire home/apt,67,3,20.0,0.57,5,345
1398,Bronx,Riverdale,40.863057,-73.903143,Private room,21,1,48.0,2.67,1,130
1399,Bronx,Riverdale,40.872112,-73.854481,Shared room,10,1,21.0,5.25,1,205
1400,Manhattan,Lower East Side,40.783926,-74.004026,Private room,10,1,111.0,5.84,1,286
1401,Manhattan,Hell's Kitchen,40.732564,-74.00277,Entire home/apt,295,14,51.0,5.67,1,275
1402,Brooklyn,Park Slope,40.644052,-73.911325,Entire home/apt,80,60,74.0,10.57,1,327
1403,Brooklyn,Williamsburg,40.666034,-73.927673,Entire home/apt,92,1,35.0,1.84,3,1
1404,Bronx,Fordham,40.837846,-73.87679,Entire home/apt,68,7,28.0,0.9,1,111
1405,Bronx,Fordham,40.865239,-73.851729,Entire home/apt,130,1,17.0,0.77,1,179
1406,Staten Island,St. George,40.587666,-74.168516,Private room,19,3,10.0,2.5,1,236
1407,Manhattan,Chelsea,40.766121,-74.007137,Entire home/apt,282,2,40.0,1.29,2,138
1408,Brooklyn,Williamsburg,40.643754,-73.956393,Private room,10,2,34.0,6.8,3,199
1409,Manhattan,Upper East Side,40.766271,-74.008615,Shared room,10,60,27.0,0.84,2,155
1410,Manhattan,Midtown,40.714823,-73.966716,Private room,135,30,10.0,2.5,20,163
1411,Brooklyn,Bushwick,40.650053,-73.916037,Private room,229,2,115.0,11.5,1,354
1412,Manhattan,Lower East Side,40.770811,-74.002164,Shared room,95,3,69.0,3.45,1,136
1413,Manhattan,Midtown,40.774094,-73.963691,Entire home/apt,222,1,61.0,3.81,2,117
1414,Brooklyn,Williamsburg,40.657896,-73.951807,Private room,110,1,1.0,0.03,2,104
1415,Queens,Jackson Heights,40.723205,-73.842623,Private room,80,2,59.0,3.93,1,182
1416,Bronx,Kingsbridge,40.872992,-73.915033,Private room,48,3,4.0,0.16,2,293
1417,Queens,Jackson Heights,40.715517,-73.84236,Private room,62,2,21.0,0.72,5,69
1418,Brooklyn,Crown Heights,40.700413,-73.977381,Private room,92,30,,0.93,2,241
1419,Manhattan,Chelsea,40.792445,-74.006824,Private room,235,1,2.0,0.5,1,36
1420,Manhattan,Lower East Side,40.734774,-73.946422,Private room,159,1,,0.29,20,219
1421,Brooklyn,Bushwick,40.642461,-73.904845,Entire home/apt,264,1,1.0,0.07,1,75
1422,Brooklyn,Crown Heights,40.654005,-73.919543,Entire home/apt,178,1,34.0,5.67,1,98
1423,Manhattan,Harlem,40.759255,-74.009386,Entire home/apt,247,3,2.0,0.12,10,77
1424,Manhattan,Harlem,40.7887,-73.969291,Private room,188,1,8.0,0.22,1,59
1425,Brooklyn,Williamsburg,40.674539,-73.957431,Entire home/apt,181,2,16.0,1.45,2,197
1426,Bronx,Riverdale,40.803144,-73.897627,Private room,19,7,17.0,0.63,2,238
1427,Brooklyn,Park Slope,40.696941,-73.907019,Entire home/apt,94,14,44.0,1.42,1,316
1428,Brooklyn,Crown Heights,40.627332,-73.91142,Private room,216,1,8.0,2.67,2,323
1429,Manhattan,Harlem,40.754194,-73.965481,Entire home/apt,395,7,18.0,0.95,1,258
1430,Bronx,Kingsbridge,40.851195,-73.891723,Entire home/apt,81,2,24.0,1.26,1,229
1431,Queens,Jackson Heights,40.696609,-73.83955,Private room,79,14,3.0,0.6,1,121
1432,Brooklyn,Bushwick,40.628142,-73.96224,Entire home/apt,158,30,8.0,0.47,1,5
1433,Manhattan,Hell's Kitchen,40.782575,-73.958366,Shared room,10,2,84.0,6.46,1,296
1434,Brooklyn,Park Slope,40.661772,-73.949521,Entire home/apt,229,14,15.0,1.88,1,315
1435,Manhattan,Lower East Side,40.757717,-73.990625,Entire home/apt,87,30,1.0,0.07,1,68
1436,Manhattan,Hell's Kitchen,40.778397,-74.019809,Entire home/apt,354,1,57.0,,1,313
1437,Manhattan,Chelsea,40.791975,-74.013163,Entire home/apt,177,1,1.0,0.1,5,84
1438,Manhattan,Midtown,40.782636,-73.965507,Private room,108,1,1.0,0.25,1,240
1439,Bronx,Riverdale,40.828815,-73.848096,Private room,63,1,9.0,0.45,2,297
1440,Brooklyn,Bed-Stuy,40.65909,-73.917411,Entire home/apt,78,2,58.0,3.05,1,62
1441,Queens,Jackson Heights,40.70346,-73.896955,Entire home/apt,132,14,6.0,0.75,1,324
1442,Brooklyn,Park Slope,40.663751,-73.928496,Entire home/apt,84,30,27.0,1.35,2,292
1443,Brooklyn,Park Slope,40.63694,-73.962546,Entire home/apt,66,2,5.0,0.28,1,310
1444,Manhattan,Lower East Side,40.76532,-74.003214,Entire home/apt,184,2,0.0,,1,33
1445,Queens,Jackson Heights,40.741791,-73.834915,Private room,58,1,8.0,0.28,1,37
1446,Brooklyn,Williamsburg,40.631498,-73.904593,Private room,10,2,33.0,11.0,1,323
1447,Manhattan,Upper East Side,40.783288,-74.000845,Shared room,36,14,94.0,4.48,2,162
1448,Brooklyn,Bed-Stuy,40.626883,-73.94963,Private room,10,3,10.0,0.59,2,143
1449,Manhattan,Midtown,40.751676,-73.984621,Entire home/apt,50,3,2.0,0.33,1,305
1450,Manhattan,Harlem,40.792332,-73.970093,Private room,180,3,23.0,11.5,1,18
1451,Queens,Long Island City,40.734029,-73.866675,Entire home/apt,120,3,28.0,9.33,2,304
1452,Manhattan,Harlem,40.734086,-73.971966,Private room,186,3,6.0,0.19,2,360
1453,Manhattan,Lower East Side,40.752282,-73.949691,Entire home/apt,126,1,30.0,1.03,1,335
1454,Manhattan,Chelsea,40.745831,-73.959522,Entire home/apt,123,1,,1.58,3,158
1455,Brooklyn,Bed-Stuy,40.673073,-73.956723,Entire home/apt,254,2,0.0,,1,109
1456,Bronx,Fordham,40.845439,-73.901369,Entire home/apt,88,3,8.0,0.25,20,335
1457,Queens,Astoria,40.705431,-73.848053,Private room,22,2,21.0,0.68,1,364
1458,Brooklyn,Crown Heights,40.69894,-73.947146,Private room,146,2,20.0,0.74,3,287
1459,Brooklyn,Crown Heights,40.634457,-73.983998,Entire home/apt,65,7,56.0,2.67,3,255
1460,Brooklyn,Williamsburg,40.689981,-73.953277,Entire home/apt,210,3,79.0,,2,200
1461,Brooklyn,Crown Heights,40.632732,-73.969848,Shared room,50,2,6.0,0.22,1,128
1462,Staten Island,New Brighton,40.577117,-74.165536,Entire home/apt,122,3,135.0,4.22,1,192
1463,Brooklyn,Crown Heights,40.635266,-73.937721,Private room,82,7,22.0,0.85,2,160
1464,Brooklyn,Bed-Stuy,40.678896,-73.9226,Private room,108,7,17.0,5.67,3,172
1465,Manhattan,Upper East Side,40.722644,-73.985721,Entire home/apt,252,1,39.0,6.5,20,199
1466,Brooklyn,Crown Heights,40.699604,-73.942143,Private room,88,1,19.0,1.12,1,153
1467,Manhattan,Chelsea,40.778794,-73.97735,Entire home/apt,138,7,22.0,2.75,5,219
1468,Queens,Jackson Heights,40.763326,-73.858623,Entire home/apt,74,7,5.0,0.15,1,365
1469,Queens,Astoria,40.742053,-73.869325,Private room,138,14,92.0,2.63,1,53
1470,Queens,Jackson Heights,40.71565,-73.835738,Entire home/apt,122,1,,0.26,2,27
1471,Brooklyn,Williamsburg,40.661139,-73.955622,Entire home/apt,131,1,4.0,0.31,20,347
1472,Brooklyn,Bed-Stuy,40.656756,-73.947569,Entire home/apt,127,7,12.0,0.5,1,63
1473,Brooklyn,Bed-Stuy,40.673145,-73.937461,Private room,134,1,3.0,0.09,1,329
1474,Brooklyn,Park Slope,40.628357,-73.954908,Entire home/apt,123,7,4.0,1.0,1,217
1475,Manhattan,Harlem,40.759268,-73.951359,Entire home/apt,133,2,7.0,0.39,1,243
1476,Manhattan,Lower East Side,40.73953,-73.986407,Entire home/apt,213,3,14.0,1.56,1,16
1477,Brooklyn,Crown Heights,40.687678,-73.961834,Entire home/apt,135,14,9.0,0.31,3,267
1478,Bronx,Kingsbridge,40.876651,-73.925161,Entire home/apt,91,2,1.0,0.03,1,100
1479,Bronx,Riverdale,40.862151,-73.903573,Entire home/apt,50,3,38.0,19.0,1,245
1480,Manhattan,Hell's Kitchen,40.77417,-73.951557,Entire home/apt,106,3,1.0,0.06,1,170
1481,Queens,Flushing,40.751983,-73.856625,Entire home/apt,156,1,14.0,0.7,1,195
1482,Queens,Astoria,40.705639,-73.850948,Private room,70,60,13.0,0.36,2,166
1483,Brooklyn,Park Slope,40.691979,-73.94056,Entire home/apt,220,3,1.0,0.17,1,41
1484,Manhattan,Harlem,40.752664,-73.993377,Private room,43,2,22.0,2.75,1,293
1485,Queens,Jackson Heights,40.729636,-73.821433,Entire home/apt,127,1,17.0,2.12,2,44
1486,Manhattan,Hell's Kitchen,40.761137,-73.987658,Entire home/apt,274,3,58.0,5.8,1,0
1487,Brooklyn,Park Slope,40.653651,-73.90484,Private room,108,14,103.0,5.42,1,333
1488,Brooklyn,Bed-Stuy,40.676346,-73.951137,Private room,56,1,20.0,1.11,2,318
1489,Brooklyn,Park Slope,40.628314,-73.906576,Entire home/apt,79,2,0.0,,20,301
1490,Brooklyn,Park Slope,40.679204,-73.940246,Shared room,40,1,4.0,0.13,3,337
1491,Brooklyn,Bushwick,40.6925,-73.958006,Private room,15,2,1.0,0.03,2,248
1492,Brooklyn,Bed-Stuy,40.688933,-73.957265,Shared room,37,7,24.0,2.4,1,213
1493,Queens,Jackson Heights,40.692769,-73.845636,Entire home/apt,165,14,21.0,1.62,5,179
1494,Manhattan,Lower East Side,40.775514,-73.944473,Entire home/apt,21,90,18.0,0.55,2,15
1495,Manhattan,Hell's Kitchen,40.730665,-73.995565,Private room,220,2,21.0,2.33,20,84
1496,Brooklyn,Williamsburg,40.640905,-73.958799,Entire home/apt,30,3,22.0,1.22,2,224
1497,Manhattan,Upper East Side,40.759111,-74.003107,Entire home/apt,125,2,43.0,1.95,3,134
1498,Brooklyn,Bed-Stuy,40.697957,-73.979126,Private room,116,3,23.0,1.28,1,342
1499,Brooklyn,Williamsburg,40.683769,-73.982084,Entire home/apt,189,2,9.0,0.47,1,330
1500,Brooklyn,Crown Heights,40.63503,-73.963711,Private room,70,3,2.0,0.06,1,240
1501,Brooklyn,Bushwick,40.675157,-73.919328,Entire home/apt,62,1,17.0,0.59,1,344
1502,Brooklyn,Bed-Stuy,40.649513,-73.939589,Entire home/apt,90,1,4.0,0.13,1,359
1503,Brooklyn,Crown Heights,40.686814,-73.926808,Entire home/apt,69,1,23.0,1.05,2,38
1504,Brooklyn,Bed-Stuy,40.69962,-73.982389,Entire home/apt,213,30,12.0,0.34,3,108
1505,Manhattan,Upper East Side,40.779286,-74.022484,Private room,10,3,15.0,0.5,5,145
1506,Queens,Long Island City,40.760258,-73.899031,Entire home/apt,108,1,9.0,,1,116
1507,Manhattan,Hell's Kitchen,40.739008,-73.991145,Entire home/apt,137,30,11.0,0.69,3,72
1508,Manhattan,Lower East Side,40.791251,-73.992516,Shared room,116,14,9.0,0.36,2,222
1509,Manhattan,Harlem,40.743357,-74.012222,Private room,137,3,32.0,1.19,2,105
1510,Manhattan,Midtown,40.78674,-73.994381,Entire home/apt,108,3,0.0,,3,317
1511,Queens,Long Island City,40.690046,-73.837962,Private room,118,1,46.0,1.48,2,357
1512,Bronx,Kingsbridge,40.858172,-73.914264,Entire home/apt,64,30,19.0,0.76,5,6
1513,Brooklyn,Park Slope,40.643502,-73.964514,Private room,227,2,28.0,2.8,2,336
1514,Manhattan,Upper East Side,40.78966,-73.998966,Entire home/apt,145,1,,9.33,3,314
1515,Queens,Flushing,40.737998,-73.849932,Entire home/apt,90,7,30.0,0.91,2,311
1516,Manhattan,Lower East Side,40.762345,-73.987128,Private room,169,2,25.0,1.14,1,164
1517,Queens,Astoria,40.744451,-73.827225,Private room,91,1,30.0,1.03,1,115
1518,Manhattan,Midtown,40.768333,-73.97349,Entire home/apt,248,2,9.0,0.26,20,78
1519,Manhattan,Upper East Side,40.793638,-73.951079,Entire home/apt,128,2,71.0,71.0,2,351
1520,Manhattan,Hell's Kitchen,40.72507,-73.945381,Entire home/apt,236,1,,0.4,1,191
1521,Manhattan,Upper East Side,40.746857,-73.95859,Entire home/apt,69,3,27.0,2.7,1,92
1522,Bronx,Riverdale,40.822668,-73.878316,Private room,15,1,8.0,0.26,1,131
1523,Staten Island,Stapleton,40.577296,-74.122034,Entire home/apt,99,2,63.0,2.86,2,104
1524,Manhattan,Lower East Side,40.771922,-73.949695,Private room,10,7,43.0,1.65,1,250
1525,Brooklyn,Williamsburg,40.68188,-73.96524,Entire home/apt,146,2,17.0,0.77,3,170
1526,Queens,Jackson Heights,40.752192,-73.8737,Private room,41,2,34.0,1.62,1,112
1527,Brooklyn,Park Slope,40.687244,-73.947141,Private room,54,30,17.0,0.49,1,181
1528,Staten Island,St. George,40.581773,-74.122299,Entire home/apt,93,14,121.0,24.2,1,362
1529,Manhattan,Harlem,40.714048,-73.999374,Shared room,10,1,3.0,0.16,3,19
1530,Manhattan,Harlem,40.778629,-73.965007,Entire home/apt,60,2,13.0,2.17,20,21
1531,Brooklyn,Park Slope,40.650632,-73.970857,Private room,105,7,10.0,1.43,1,121
1532,Queens,Astoria,40.697493,-73.88725,Entire home/apt,59,30,1.0,0.03,5,307
1533,Brooklyn,Bushwick,40.665942,-73.922445,Private room,96,2,3.0,0.15,1,53
1534,Bronx,Riverdale,40.80979,-73.8707,Private room,22,2,,2.67,1,205
1535,Manhattan,Chelsea,40.767069,-74.014542,Entire home/apt,139,14,17.0,4.25,1,287
1536,Brooklyn,Crown Heights,40.653186,-73.980552,Private room,39,1,75.0,3.26,10,334
1537,Manhattan,Chelsea,40.754651,-73.974381,Entire home/apt,170,1,73.0,2.61,3,54
1538,Brooklyn,Bushwick,40.695998,-73.933965,Entire home/apt,177,3,,1.56,10,168
1539,Queens,Jackson Heights,40.737533,-73.835015,Entire home/apt,147,2,10.0,0.83,10,223
1540,Brooklyn,Bushwick,40.673076,-73.928314,Private room,50,7,85.0,7.08,2,306
1541,Manhattan,Midtown,40.755383,-73.990951,Private room,10,3,5.0,0.2,1,129
1542,Manhattan,Lower East Side,40.744945,-74.017554,Entire home/apt,231,7,48.0,3.0,1,175
1543,Manhattan,Upper East Side,40.733644,-73.959014,Entire home/apt,153,30,2.0,0.2,1,129
1544,Manhattan,Harlem,40.720476,-73.953871,Entire home/apt,388,1,31.0,1.03,1,182
1545,Queens,Long Island City,40.715106,-73.824835,Entire home/apt,159,1,,0.73,3,13
1546,Queens,Long Island City,40.715371,-73.824076,Private room,42,7,6.0,6.0,1,25
1547,Brooklyn,Park Slope,40.659469,-73.959025,Entire home/apt,39,30,10.0,0.53,1,272
